state_abbr,state_fips,geo_fips,geo_level,geo_name,metric_name,group_name,num,denom,est,lci,uci,data_period,period_type,source_name,census_parent_shape_year,data_indicator,county_indicator,map_indicator,agg_indicator,version,suggested_citation,NCHS_disclaimer
MD,24,2404000,city,Baltimore,Air Pollution - Ozone,Total,-999.0,-999.0,45.4,-999.0,-999.0,April 2020,1 month average estimate,George Mason University,2010,,,,aggregation_1,06-25-2025,,
MD,24,2404000,city,Baltimore,Air Pollution - Ozone,Total,-999.0,-999.0,40.2,-999.0,-999.0,March 2020,1 month average estimate,George Mason University,2010,,,,aggregation_1,06-25-2025,,
MD,24,2404000,city,Baltimore,Air Pollution - Ozone,Total,-999.0,-999.0,31.0,-999.0,-999.0,February 2020,1 month average estimate,George Mason University,2010,,,,aggregation_1,06-25-2025,,
MD,24,2404000,city,Baltimore,Air Pollution - Ozone,Total,-999.0,-999.0,26.3,-999.0,-999.0,January 2020,1 month average estimate,George Mason University,2010,,,,aggregation_1,06-25-2025,,
MD,24,2404000,city,Baltimore,Air Pollution - Ozone,Total,-999.0,-999.0,21.7,-999.0,-999.0,December 2019,1 month average estimate,George Mason University,2010,,,,aggregation_1,06-25-2025,,
MD,24,2404000,city,Baltimore,Air Pollution - Ozone,Total,-999.0,-999.0,25.8,-999.0,-999.0,November 2019,1 month average estimate,George Mason University,2010,,,,aggregation_1,06-25-2025,,
MD,24,2404000,city,Baltimore,Air Pollution - Ozone,Total,-999.0,-999.0,32.9,-999.0,-999.0,October 2019,1 month average estimate,George Mason University,2010,,,,aggregation_1,06-25-2025,,
MD,24,2404000,city,Baltimore,Air Pollution - Ozone,Total,-999.0,-999.0,47.5,-999.0,-999.0,September 2019,1 month average estimate,George Mason University,2010,,,,aggregation_1,06-25-2025,,
MD,24,2404000,city,Baltimore,Air Pollution - Ozone,Total,-999.0,-999.0,50.7,-999.0,-999.0,August 2019,1 month average estimate,George Mason University,2010,,,,aggregation_1,06-25-2025,,
MD,24,2404000,city,Baltimore,Air Pollution - Ozone,Total,-999.0,-999.0,54.5,-999.0,-999.0,July 2019,1 month average estimate,George Mason University,2010,,,,aggregation_1,06-25-2025,,
MD,24,2404000,city,Baltimore,Air Pollution - Ozone,Total,-999.0,-999.0,50.0,-999.0,-999.0,June 2019,1 month average estimate,George Mason University,2010,,,,aggregation_1,06-25-2025,,
MD,24,2404000,city,Baltimore,Air Pollution - Ozone,Total,-999.0,-999.0,43.3,-999.0,-999.0,May 2019,1 month average estimate,George Mason University,2010,,,,aggregation_1,06-25-2025,,
MD,24,2404000,city,Baltimore,Air Pollution - Ozone,Total,-999.0,-999.0,44.9,-999.0,-999.0,April 2019,1 month average estimate,George Mason University,2010,,,,aggregation_1,06-25-2025,,
MD,24,2404000,city,Baltimore,Air Pollution - Ozone,Total,-999.0,-999.0,39.5,-999.0,-999.0,March 2019,1 month average estimate,George Mason University,2010,,,,aggregation_1,06-25-2025,,
MD,24,2404000,city,Baltimore,Air Pollution - Ozone,Total,-999.0,-999.0,29.8,-999.0,-999.0,February 2019,1 month average estimate,George Mason University,2010,,,,aggregation_1,06-25-2025,,
MD,24,2404000,city,Baltimore,Air Pollution - Ozone,Total,-999.0,-999.0,26.9,-999.0,-999.0,January 2019,1 month average estimate,George Mason University,2010,,,,aggregation_1,06-25-2025,,
MD,24,2404000,city,Baltimore,Air Pollution - Ozone,Total,-999.0,-999.0,21.4,-999.0,-999.0,December 2018,1 month average estimate,George Mason University,2010,,,,aggregation_1,06-25-2025,,
MD,24,2404000,city,Baltimore,Air Pollution - Ozone,Total,-999.0,-999.0,23.1,-999.0,-999.0,November 2018,1 month average estimate,George Mason University,2010,,,,aggregation_1,06-25-2025,,
MD,24,2404000,city,Baltimore,Air Pollution - Ozone,Total,-999.0,-999.0,30.3,-999.0,-999.0,October 2018,1 month average estimate,George Mason University,2010,,,,aggregation_1,06-25-2025,,
MD,24,2404000,city,Baltimore,Air Pollution - Ozone,Total,-999.0,-999.0,33.4,-999.0,-999.0,September 2018,1 month average estimate,George Mason University,2010,,,,aggregation_1,06-25-2025,,
MD,24,2404000,city,Baltimore,Air Pollution - Ozone,Total,-999.0,-999.0,49.0,-999.0,-999.0,August 2018,1 month average estimate,George Mason University,2010,,,,aggregation_1,06-25-2025,,
MD,24,2404000,city,Baltimore,Air Pollution - Ozone,Total,-999.0,-999.0,52.2,-999.0,-999.0,July 2018,1 month average estimate,George Mason University,2010,,,,aggregation_1,06-25-2025,,
MD,24,2404000,city,Baltimore,Air Pollution - Ozone,Total,-999.0,-999.0,47.9,-999.0,-999.0,June 2018,1 month average estimate,George Mason University,2010,,,,aggregation_1,06-25-2025,,
MD,24,2404000,city,Baltimore,Air Pollution - Ozone,Total,-999.0,-999.0,45.4,-999.0,-999.0,May 2018,1 month average estimate,George Mason University,2010,,,,aggregation_1,06-25-2025,,
MD,24,2404000,city,Baltimore,Air Pollution - Ozone,Total,-999.0,-999.0,45.1,-999.0,-999.0,April 2018,1 month average estimate,George Mason University,2010,,,,aggregation_1,06-25-2025,,
MD,24,2404000,city,Baltimore,Air Pollution - Ozone,Total,-999.0,-999.0,37.3,-999.0,-999.0,March 2018,1 month average estimate,George Mason University,2010,,,,aggregation_1,06-25-2025,,
MD,24,2404000,city,Baltimore,Air Pollution - Ozone,Total,-999.0,-999.0,24.3,-999.0,-999.0,February 2018,1 month average estimate,George Mason University,2010,,,,aggregation_1,06-25-2025,,
MD,24,2404000,city,Baltimore,Air Pollution - Ozone,Total,-999.0,-999.0,25.8,-999.0,-999.0,January 2018,1 month average estimate,George Mason University,2010,,,,aggregation_1,06-25-2025,,
MD,24,2404000,city,Baltimore,Air Pollution - Particulate Matter,Total,-999.0,-999.0,10.4,-999.0,-999.0,December 2024,1 month average estimate,George Mason University,2020,,,,aggregation_1,06-25-2025,,
MD,24,2404000,city,Baltimore,Air Pollution - Particulate Matter,Total,-999.0,-999.0,8.2,-999.0,-999.0,November 2024,1 month average estimate,George Mason University,2020,,,,aggregation_1,06-25-2025,,
MD,24,2404000,city,Baltimore,Air Pollution - Particulate Matter,Total,-999.0,-999.0,10.2,-999.0,-999.0,October 2024,1 month average estimate,George Mason University,2020,,,,aggregation_1,06-25-2025,,
MD,24,2404000,city,Baltimore,Air Pollution - Particulate Matter,Total,-999.0,-999.0,7.1,-999.0,-999.0,September 2024,1 month average estimate,George Mason University,2020,,,,aggregation_1,06-25-2025,,
MD,24,2404000,city,Baltimore,Air Pollution - Particulate Matter,Total,-999.0,-999.0,10.2,-999.0,-999.0,August 2024,1 month average estimate,George Mason University,2020,,,,aggregation_1,06-25-2025,,
MD,24,2404000,city,Baltimore,Air Pollution - Particulate Matter,Total,-999.0,-999.0,9.7,-999.0,-999.0,July 2024,1 month average estimate,George Mason University,2020,,,,aggregation_1,06-25-2025,,
MD,24,2404000,city,Baltimore,Air Pollution - Particulate Matter,Total,-999.0,-999.0,7.4,-999.0,-999.0,June 2024,1 month average estimate,George Mason University,2020,,,,aggregation_1,06-25-2025,,
MD,24,2404000,city,Baltimore,Air Pollution - Particulate Matter,Total,-999.0,-999.0,8.8,-999.0,-999.0,May 2024,1 month average estimate,George Mason University,2020,,,,aggregation_1,06-25-2025,,
MD,24,2404000,city,Baltimore,Air Pollution - Particulate Matter,Total,-999.0,-999.0,5.6,-999.0,-999.0,April 2024,1 month average estimate,George Mason University,2020,,,,aggregation_1,06-25-2025,,
MD,24,2404000,city,Baltimore,Air Pollution - Particulate Matter,Total,-999.0,-999.0,5.1,-999.0,-999.0,March 2024,1 month average estimate,George Mason University,2020,,,,aggregation_1,06-25-2025,,
MD,24,2404000,city,Baltimore,Air Pollution - Particulate Matter,Total,-999.0,-999.0,8.4,-999.0,-999.0,February 2024,1 month average estimate,George Mason University,2020,,,,aggregation_1,06-25-2025,,
MD,24,2404000,city,Baltimore,Air Pollution - Particulate Matter,Total,-999.0,-999.0,7.8,-999.0,-999.0,January 2024,1 month average estimate,George Mason University,2020,,,,aggregation_1,06-25-2025,,
MD,24,2404000,city,Baltimore,Air Pollution - Particulate Matter,Total,-999.0,-999.0,9.9,-999.0,-999.0,December 2023,1 month average estimate,George Mason University,2020,,,,aggregation_1,06-25-2025,,
MD,24,2404000,city,Baltimore,Air Pollution - Particulate Matter,Total,-999.0,-999.0,9.1,-999.0,-999.0,November 2023,1 month average estimate,George Mason University,2020,,,,aggregation_1,06-25-2025,,
MD,24,2404000,city,Baltimore,Air Pollution - Particulate Matter,Total,-999.0,-999.0,9.4,-999.0,-999.0,October 2023,1 month average estimate,George Mason University,2020,,,,aggregation_1,06-25-2025,,
MD,24,2404000,city,Baltimore,Air Pollution - Particulate Matter,Total,-999.0,-999.0,8.5,-999.0,-999.0,September 2023,1 month average estimate,George Mason University,2020,,,,aggregation_1,06-25-2025,,
MD,24,2404000,city,Baltimore,Air Pollution - Particulate Matter,Total,-999.0,-999.0,9.8,-999.0,-999.0,August 2023,1 month average estimate,George Mason University,2020,,,,aggregation_1,06-25-2025,,
MD,24,2404000,city,Baltimore,Air Pollution - Particulate Matter,Total,-999.0,-999.0,11.3,-999.0,-999.0,July 2023,1 month average estimate,George Mason University,2020,,,,aggregation_1,06-25-2025,,
MD,24,2404000,city,Baltimore,Air Pollution - Particulate Matter,Total,-999.0,-999.0,12.8,-999.0,-999.0,June 2023,1 month average estimate,George Mason University,2020,,,,aggregation_1,06-25-2025,,
MD,24,2404000,city,Baltimore,Air Pollution - Particulate Matter,Total,-999.0,-999.0,8.0,-999.0,-999.0,May 2023,1 month average estimate,George Mason University,2020,,,,aggregation_1,06-25-2025,,
MD,24,2404000,city,Baltimore,Air Pollution - Particulate Matter,Total,-999.0,-999.0,8.1,-999.0,-999.0,April 2023,1 month average estimate,George Mason University,2020,,,,aggregation_1,06-25-2025,,
MD,24,2404000,city,Baltimore,Air Pollution - Particulate Matter,Total,-999.0,-999.0,9.1,-999.0,-999.0,March 2023,1 month average estimate,George Mason University,2020,,,,aggregation_1,06-25-2025,,
MD,24,2404000,city,Baltimore,Air Pollution - Particulate Matter,Total,-999.0,-999.0,11.3,-999.0,-999.0,February 2023,1 month average estimate,George Mason University,2020,,,,aggregation_1,06-25-2025,,
MD,24,2404000,city,Baltimore,Air Pollution - Particulate Matter,Total,-999.0,-999.0,11.1,-999.0,-999.0,January 2023,1 month average estimate,George Mason University,2020,,,,aggregation_1,06-25-2025,,
MD,24,2404000,city,Baltimore,Air Pollution - Particulate Matter,Total,-999.0,-999.0,14.2,-999.0,-999.0,December 2022,1 month average estimate,George Mason University,2020,,,,aggregation_1,06-25-2025,,
MD,24,2404000,city,Baltimore,Air Pollution - Particulate Matter,Total,-999.0,-999.0,10.6,-999.0,-999.0,November 2022,1 month average estimate,George Mason University,2020,,,,aggregation_1,06-25-2025,,
MD,24,2404000,city,Baltimore,Air Pollution - Particulate Matter,Total,-999.0,-999.0,9.8,-999.0,-999.0,October 2022,1 month average estimate,George Mason University,2020,,,,aggregation_1,06-25-2025,,
MD,24,2404000,city,Baltimore,Air Pollution - Particulate Matter,Total,-999.0,-999.0,8.6,-999.0,-999.0,September 2022,1 month average estimate,George Mason University,2020,,,,aggregation_1,06-25-2025,,
MD,24,2404000,city,Baltimore,Air Pollution - Particulate Matter,Total,-999.0,-999.0,9.8,-999.0,-999.0,August 2022,1 month average estimate,George Mason University,2020,,,,aggregation_1,06-25-2025,,
MD,24,2404000,city,Baltimore,Air Pollution - Particulate Matter,Total,-999.0,-999.0,11.2,-999.0,-999.0,July 2022,1 month average estimate,George Mason University,2020,,,,aggregation_1,06-25-2025,,
MD,24,2404000,city,Baltimore,Air Pollution - Particulate Matter,Total,-999.0,-999.0,10.1,-999.0,-999.0,June 2022,1 month average estimate,George Mason University,2020,,,,aggregation_1,06-25-2025,,
MD,24,2404000,city,Baltimore,Air Pollution - Particulate Matter,Total,-999.0,-999.0,8.5,-999.0,-999.0,May 2022,1 month average estimate,George Mason University,2020,,,,aggregation_1,06-25-2025,,
MD,24,2404000,city,Baltimore,Air Pollution - Particulate Matter,Total,-999.0,-999.0,8.6,-999.0,-999.0,April 2022,1 month average estimate,George Mason University,2020,,,,aggregation_1,06-25-2025,,
MD,24,2404000,city,Baltimore,Air Pollution - Particulate Matter,Total,-999.0,-999.0,8.9,-999.0,-999.0,March 2022,1 month average estimate,George Mason University,2020,,,,aggregation_1,06-25-2025,,
MD,24,2404000,city,Baltimore,Air Pollution - Particulate Matter,Total,-999.0,-999.0,11.9,-999.0,-999.0,February 2022,1 month average estimate,George Mason University,2020,,,,aggregation_1,06-25-2025,,
MD,24,2404000,city,Baltimore,Air Pollution - Particulate Matter,Total,-999.0,-999.0,11.5,-999.0,-999.0,January 2022,1 month average estimate,George Mason University,2020,,,,aggregation_1,06-25-2025,,
MD,24,2404000,city,Baltimore,Binge Drinking,Total,-999.0,-999.0,17.5,15.5,19.5,2022,1 year modeled estimate,"PLACES Project, Centers for Disease Control",2020,,,,,06-25-2025,,
MD,24,2404000,city,Baltimore,Binge Drinking,Total,-999.0,-999.0,15.8,13.9,17.7,2021,1 year modeled estimate,"PLACES Project, Centers for Disease Control",2010,,,,,06-25-2025,,
MD,24,2404000,city,Baltimore,Binge Drinking,Total,-999.0,-999.0,16.8,16.7,16.9,2020,1 year modeled estimate,"PLACES Project, Centers for Disease Control",2010,,,,,06-25-2025,,
MD,24,2404000,city,Baltimore,Binge Drinking,Total,-999.0,-999.0,16.7,16.7,16.7,2019,1 year modeled estimate,"PLACES Project, Centers for Disease Control",2010,,,,,06-25-2025,,
MD,24,2404000,city,Baltimore,Binge Drinking,Total,-999.0,-999.0,17.4,17.4,17.4,2018,1 year modeled estimate,"PLACES Project, Centers for Disease Control",2010,,,,,06-25-2025,,
MD,24,2404000,city,Baltimore,Binge Drinking,Total,-999.0,-999.0,17.3,17.3,17.3,2017,1 year modeled estimate,"500 Cities Project, Centers for Disease Control",2010,,,,,06-25-2025,,
MD,24,2404000,city,Baltimore,Binge Drinking,Total,-999.0,-999.0,16.8,16.8,16.8,2016,1 year modeled estimate,"500 Cities Project, Centers for Disease Control",2010,,,,,06-25-2025,,
MD,24,2404000,city,Baltimore,Binge Drinking,Total,-999.0,-999.0,15.2,15.2,15.2,2015,1 year modeled estimate,"500 Cities Project, Centers for Disease Control",2010,,,,,06-25-2025,,
MD,24,2404000,city,Baltimore,Binge Drinking,Total,-999.0,-999.0,14.5,14.5,14.5,2014,1 year modeled estimate,"500 Cities Project, Centers for Disease Control",2010,,,,,06-25-2025,,
MD,24,2404000,city,Baltimore,Breast Cancer Deaths,Hispanic,-999.0,-999.0,,,,2021,3 year estimate,"Multiple Cause of Death Data, National Vital Statistics System, National Center for Health Statistics",2020,missing_1,,,,06-25-2025,,
MD,24,2404000,city,Baltimore,Breast Cancer Deaths,Asian,-999.0,-999.0,,,,2021,3 year estimate,"Multiple Cause of Death Data, National Vital Statistics System, National Center for Health Statistics",2020,missing_1,,,,06-25-2025,,
MD,24,2404000,city,Baltimore,Breast Cancer Deaths,White,-999.0,-999.0,22.5,17.7,27.4,2021,3 year estimate,"Multiple Cause of Death Data, National Vital Statistics System, National Center for Health Statistics",2020,,,,,06-25-2025,,
MD,24,2404000,city,Baltimore,Breast Cancer Deaths,Total,-999.0,-999.0,23.8,21.3,26.4,2021,3 year estimate,"Multiple Cause of Death Data, National Vital Statistics System, National Center for Health Statistics",2020,,,,,06-25-2025,,
MD,24,2404000,city,Baltimore,Breast Cancer Deaths,Black,-999.0,-999.0,25.4,22.2,28.6,2021,3 year estimate,"Multiple Cause of Death Data, National Vital Statistics System, National Center for Health Statistics",2020,,,,,06-25-2025,,
MD,24,2404000,city,Baltimore,Breast Cancer Deaths,Other,-999.0,-999.0,,,,2021,3 year estimate,"Multiple Cause of Death Data, National Vital Statistics System, National Center for Health Statistics",2020,missing_1,,,,06-25-2025,,
MD,24,2404000,city,Baltimore,Breast Cancer Deaths,Total,-999.0,-999.0,24.9,22.3,27.5,2020,3 year estimate,"Multiple Cause of Death Data, National Vital Statistics System, National Center for Health Statistics",2010,,,,,06-25-2025,,
